"scenario_id","user_id","roleplay_profile","input","motion_preference","scenario","state_path","user_need","current_risk","baseline_gate","iteration_1_gate","target_behavior","reduced_motion_behavior","interrupt_probe","acceptance_gate","target_gate"
"S150","U150","Limited-dexterity user; data refresher; slow pointer and occasional repeated activation","mouse","standard","Refresh button through success or error — slow pointer and occasional repeated activation","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","comfortable hit targets and forgiving repeat input; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","PASS","PASS","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: comfortable hit targets and forgiving repeat input.","PASS"
"S151","U151","Rapid-switching expert; data refresher; issues a second action before the first animation settles","keyboard+mouse","standard","Refresh button through success or error — issues a second action before the first animation settles","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","retargeting with no queued or stale destination; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","RISK","RISK","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: retargeting with no queued or stale destination.","PASS"
"S152","U152","Constrained-Mac user; data refresher; fetch and rendering take about 800 ms","trackpad","standard","Refresh button through success or error — fetch and rendering take about 800 ms","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","stable placeholders and no flicker or frozen-looking blank area; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","RISK","RISK","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: stable placeholders and no flicker or frozen-looking blank area.","PASS"
"S153","U153","Offline investigator; data refresher; refresh and receipt fetch can fail","mouse","standard","Refresh button through success or error — refresh and receipt fetch can fail","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","nearby actionable error feedback that preserves context; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","RISK","RISK","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: nearby actionable error feedback that preserves context.","PASS"
"S154","U154","Dense-store analyst; data refresher; 200 loaded receipts and long evidence payloads","mouse","standard","Refresh button through success or error — 200 loaded receipts and long evidence payloads","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","bounded work and no large animated reflow; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","PASS","PASS","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: bounded work and no large animated reflow.","PASS"
"S155","U155","Empty-store newcomer; data refresher; no receipts or usage history yet","mouse","standard","Refresh button through success or error — no receipts or usage history yet","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","empty-state continuity without fake skeleton loops; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","PASS","PASS","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: empty-state continuity without fake skeleton loops.","PASS"
"S156","U156","Dark-mode night user; data refresher; dark appearance and low ambient light","trackpad","standard","Refresh button through success or error — dark appearance and low ambient light","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","no brightness flash or double-exposed crossfade; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","PASS","PASS","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: no brightness flash or double-exposed crossfade.","PASS"
"S157","U157","Minimum-window user; data refresher; 960 by 560 window","mouse","standard","Refresh button through success or error — 960 by 560 window","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","transitions that do not clip or shift the page header; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","PASS","PASS","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: transitions that do not clip or shift the page header.","PASS"
"S158","U158","Ultrawide-window user; data refresher; wide 5K display","mouse","standard","Refresh button through success or error — wide 5K display","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","motion localized to the affected region rather than the whole canvas; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","PASS","PASS","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: motion localized to the affected region rather than the whole canvas.","PASS"
"S159","U159","Careful non-native-English reader; data refresher; reads labels and status slowly","mouse","standard","Refresh button through success or error — reads labels and status slowly","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","specific persistent wording and no timed dismissal; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","RISK","RISK","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: specific persistent wording and no timed dismissal.","PASS"
"S160","U160","Anxious failed-check reviewer; data refresher; investigates blocked work and failed evidence","mouse","standard","Refresh button through success or error — investigates blocked work and failed evidence","pane.ready -> refresh -> pane.refreshing -> pane.ready|pane.error","calm, predictable transitions with errors never softened or hidden; data refresher","The refresh icon is replaced by a spinner and back with no connective state transition; fast work can flash and slow work can look detached from its trigger.","RISK","RISK","Acknowledge press in 100 ms; keep the control footprint fixed; crossfade icon/spinner in 120 ms only when work is perceptible; publish nearby freshness or error status.","Use the same color/opacity state feedback because it has no spatial motion.","Activate refresh repeatedly; coalesce while refreshing and never create parallel visual cycles.","No layout shift; one operation indicator; completion/error is visible near the affected surface; stale success cannot overwrite a newer error. Persona-specific gate: calm, predictable transitions with errors never softened or hidden.","PASS"
"S161","U161","First-day evaluator; evidence expander; unfamiliar labels and no learned spatial map","mouse","standard","Expand and collapse step, session, or check — unfamiliar labels and no learned spatial map","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","clear cause-and-effect without surprise; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: clear cause-and-effect without surprise.","PASS"
"S162","U162","Everyday developer; evidence expander; repeats the workflow many times per day","trackpad","standard","Expand and collapse step, session, or check — repeats the workflow many times per day","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","speed with no decorative delay; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: speed with no decorative delay.","PASS"
"S163","U163","Keyboard-first expert; evidence expander; tabs and activates without hovering","keyboard","standard","Expand and collapse step, session, or check — tabs and activates without hovering","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","focus and selection feedback independent of pointer hover; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: focus and selection feedback independent of pointer hover.","PASS"
"S164","U164","Trackpad power user; evidence expander; moves quickly between dense targets","trackpad","standard","Expand and collapse step, session, or check — moves quickly between dense targets","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","immediate, interruptible response; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: immediate, interruptible response.","PASS"
"S165","U165","Precision-mouse user; evidence expander; expects desktop-native restraint","mouse","standard","Expand and collapse step, session, or check — expects desktop-native restraint","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","subtle highlight feedback rather than touch-like theatrics; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: subtle highlight feedback rather than touch-like theatrics.","PASS"
"S166","U166","Motion-sensitive user; evidence expander; macOS Reduce Motion enabled","mouse","reduce","Expand and collapse step, session, or check — macOS Reduce Motion enabled","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","FAIL","FAIL","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: no spatial travel, bounce, scaling, or auto-scroll; keep semantic fades.","PASS"
"S167","U167","VoiceOver reviewer; evidence expander; navigates by accessible names and focus order","keyboard+VoiceOver","standard","Expand and collapse step, session, or check — navigates by accessible names and focus order","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","announced state and stable focus, not motion-only meaning; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: announced state and stable focus, not motion-only meaning.","PASS"
"S168","U168","High-contrast user; evidence expander; Increase Contrast and Differentiate Without Color","mouse","standard","Expand and collapse step, session, or check — Increase Contrast and Differentiate Without Color","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","shape, text, or focus state in addition to color; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: shape, text, or focus state in addition to color.","PASS"
"S169","U169","Low-vision reviewer; evidence expander; large text and display zoom","mouse","standard","Expand and collapse step, session, or check — large text and display zoom","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","stable geometry and no clipped transition endpoints; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","RISK","RISK","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: stable geometry and no clipped transition endpoints.","PASS"
"S170","U170","Limited-dexterity user; evidence expander; slow pointer and occasional repeated activation","mouse","standard","Expand and collapse step, session, or check — slow pointer and occasional repeated activation","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","comfortable hit targets and forgiving repeat input; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: comfortable hit targets and forgiving repeat input.","PASS"
"S171","U171","Rapid-switching expert; evidence expander; issues a second action before the first animation settles","keyboard+mouse","standard","Expand and collapse step, session, or check — issues a second action before the first animation settles","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","retargeting with no queued or stale destination; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","RISK","RISK","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: retargeting with no queued or stale destination.","PASS"
"S172","U172","Constrained-Mac user; evidence expander; fetch and rendering take about 800 ms","trackpad","standard","Expand and collapse step, session, or check — fetch and rendering take about 800 ms","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","stable placeholders and no flicker or frozen-looking blank area; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","RISK","RISK","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: stable placeholders and no flicker or frozen-looking blank area.","PASS"
"S173","U173","Offline investigator; evidence expander; refresh and receipt fetch can fail","mouse","standard","Expand and collapse step, session, or check — refresh and receipt fetch can fail","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","nearby actionable error feedback that preserves context; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: nearby actionable error feedback that preserves context.","PASS"
"S174","U174","Dense-store analyst; evidence expander; 200 loaded receipts and long evidence payloads","mouse","standard","Expand and collapse step, session, or check — 200 loaded receipts and long evidence payloads","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","bounded work and no large animated reflow; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","RISK","RISK","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: bounded work and no large animated reflow.","PASS"
"S175","U175","Empty-store newcomer; evidence expander; no receipts or usage history yet","mouse","standard","Expand and collapse step, session, or check — no receipts or usage history yet","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","empty-state continuity without fake skeleton loops; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: empty-state continuity without fake skeleton loops.","PASS"
"S176","U176","Dark-mode night user; evidence expander; dark appearance and low ambient light","trackpad","standard","Expand and collapse step, session, or check — dark appearance and low ambient light","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","no brightness flash or double-exposed crossfade; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: no brightness flash or double-exposed crossfade.","PASS"
"S177","U177","Minimum-window user; evidence expander; 960 by 560 window","mouse","standard","Expand and collapse step, session, or check — 960 by 560 window","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","transitions that do not clip or shift the page header; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: transitions that do not clip or shift the page header.","PASS"
"S178","U178","Ultrawide-window user; evidence expander; wide 5K display","mouse","standard","Expand and collapse step, session, or check — wide 5K display","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","motion localized to the affected region rather than the whole canvas; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: motion localized to the affected region rather than the whole canvas.","PASS"
"S179","U179","Careful non-native-English reader; evidence expander; reads labels and status slowly","mouse","standard","Expand and collapse step, session, or check — reads labels and status slowly","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","specific persistent wording and no timed dismissal; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: specific persistent wording and no timed dismissal.","PASS"
"S180","U180","Anxious failed-check reviewer; evidence expander; investigates blocked work and failed evidence","mouse","standard","Expand and collapse step, session, or check — investigates blocked work and failed evidence","work.detail.ready.collapsed -> toggle -> expanded -> toggle -> collapsed","calm, predictable transitions with errors never softened or hidden; evidence expander","Multiple disclosures animate layout with 160 ms ease-out and ignore Reduce Motion, so large bodies can launch abruptly or reflow excessively.","PASS","PASS","Use one 180 ms ease-in-out disclosure token; rotate one chevron and reveal content with scoped opacity/clip behavior; cap animation work to the opened body.","Change height immediately and use a 120 ms opacity/highlight fade; never auto-scroll.","Toggle repeatedly before completion; merge toward the latest expanded state without duplicated bodies.","One disclosure state exists; accessibility label matches it; focus stays on the trigger; dense payloads remain responsive. Persona-specific gate: calm, predictable transitions with errors never softened or hidden.","PASS"
"S181","U181","First-day evaluator; setup completer; unfamiliar labels and no learned spatial map","mouse","standard","Setup idle through working and completion/error — unfamiliar labels and no learned spatial map","setup.idle -> start -> setup.working -> setup.done|setup.failed","clear cause-and-effect without surprise; setup completer","Footer phases replace one another abruptly and log appends use a bare animated scroll that ignores Reduce Motion.","PASS","PASS","Keep the sheet frame stable; crossfade phase-specific footer/status in 180 ms ease-out; use the shared token for log following and a restrained non-bouncy completion acknowledgement.","Crossfade status in 120 ms and scroll the log without animation.","Close, retry, or receive failure during a prior phase; only legal state transitions render and no old completion appears.","Primary action is acknowledged immediately; working, done, and failed are explicit; error text persists; sheet geometry and focus order stay stable. Persona-specific gate: clear cause-and-effect without surprise.","PASS"
"S182","U182","Everyday developer; setup completer; repeats the workflow many times per day","trackpad","standard","Setup idle through working and completion/error — repeats the workflow many times per day","setup.idle -> start -> setup.working -> setup.done|setup.failed","speed with no decorative delay; setup completer","Footer phases replace one another abruptly and log appends use a bare animated scroll that ignores Reduce Motion.","PASS","PASS","Keep the sheet frame stable; crossfade phase-specific footer/status in 180 ms ease-out; use the shared token for log following and a restrained non-bouncy completion acknowledgement.","Crossfade status in 120 ms and scroll the log without animation.","Close, retry, or receive failure during a prior phase; only legal state transitions render and no old completion appears.","Primary action is acknowledged immediately; working, done, and failed are explicit; error text persists; sheet geometry and focus order stay stable. Persona-specific gate: speed with no decorative delay.","PASS"
"S183","U183","Keyboard-first expert; setup completer; tabs and activates without hovering","keyboard","standard","Setup idle through working and completion/error — tabs and activates without hovering","setup.idle -> start -> setup.working -> setup.done|setup.failed","focus and selection feedback independent of pointer hover; setup completer","Footer phases replace one another abruptly and log appends use a bare animated scroll that ignores Reduce Motion.","PASS","PASS","Keep the sheet frame stable; crossfade phase-specific footer/status in 180 ms ease-out; use the shared token for log following and a restrained non-bouncy completion acknowledgement.","Crossfade status in 120 ms and scroll the log without animation.","Close, retry, or receive failure during a prior phase; only legal state transitions render and no old completion appears.","Primary action is acknowledged immediately; working, done, and failed are explicit; error text persists; sheet geometry and focus order stay stable. Persona-specific gate: focus and selection feedback independent of pointer hover.","PASS"
"S184","U184","Trackpad power user; setup completer; moves quickly between dense targets","trackpad","standard","Setup idle through working and completion/error — moves quickly between dense targets","setup.idle -> start -> setup.working -> setup.done|setup.failed","immediate, interruptible response; setup completer","Footer phases replace one another abruptly and log appends use a bare animated scroll that ignores Reduce Motion.","PASS","PASS","Keep the sheet frame stable; crossfade phase-specific footer/status in 180 ms ease-out; use the shared token for log following and a restrained non-bouncy completion acknowledgement.","Crossfade status in 120 ms and scroll the log without animation.","Close, retry, or receive failure during a prior phase; only legal state transitions render and no old completion appears.","Primary action is acknowledged immediately; working, done, and failed are explicit; error text persists; sheet geometry and focus order stay stable. Persona-specific gate: immediate, interruptible response.","PASS"
"S185","U185","Precision-mouse user; setup completer; expects desktop-native restraint","mouse","standard","Setup idle through working and completion/error — expects desktop-native restraint","setup.idle -> start -> setup.working -> setup.done|setup.failed","subtle highlight feedback rather than touch-like theatrics; setup completer","Footer phases replace one another abruptly and log appends use a bare animated scroll that ignores Reduce Motion.","PASS","PASS","Keep the sheet frame stable; crossfade phase-specific footer/status in 180 ms ease-out; use the shared token for log following and a restrained non-bouncy completion acknowledgement.","Crossfade status in 120 ms and scroll the log without animation.","Close, retry, or receive failure during a prior phase; only legal state transitions render and no old completion appears.","Primary action is acknowledged immediately; working, done, and failed are explicit; error text persists; sheet geometry and focus order stay stable. Persona-specific gate: subtle highlight feedback rather than touch-like theatrics.","PASS"
